"","Phi","p","f","model","npar","AICc","DeltaAICc","weight","Deviance"
"44","~gpp_avg2 + season2","~time + sex","~gpp_avg2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~gpp_avg2)",28,18042.8585990353,513.766926735938,0,1212.2039
"289","~rain_cv_lag2","~time","~rain_cv_lag2","Phi(~rain_cv_lag2)p(~time)f(~rain_cv_lag2)",26,18043.1280189816,514.036346682289,0,1216.5396
"459","~rain_cv2 + season2","~time + sex","~rain_cv2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_cv2)",28,18044.5395990353,515.447926735938,0,1213.8847
"497","~rain_cv2 * season2","~time + sex","~rain_cv_lag2","Phi(~rain_cv2 * season2)p(~time + sex)f(~rain_cv_lag2)",29,18045.1197285887,516.028056289328,0,1212.4296
"180","~oni_avg2","~time","~temp_cv2 * season2","Phi(~oni_avg2)p(~time)f(~temp_cv2 * season2)",28,18047.3995990353,518.307926735939,0,1216.7448
"886","~temp_cv2 + season2","~time","~rain_cv_lag2 * season2 + sex","Phi(~temp_cv2 + season2)p(~time)f(~rain_cv_lag2 * season2 + sex)",30,18048.5040859729,519.412413673515,0,1213.7779
"171","~oni_avg2","~time","~rain_cv_lag2","Phi(~oni_avg2)p(~time)f(~rain_cv_lag2)",26,18049.8230189816,520.731346682289,0,1223.2351
"880","~temp_cv2 + season2","~time","~gpp_avg2","Phi(~temp_cv2 + season2)p(~time)f(~gpp_avg2)",27,18051.7846962025,522.693023903197,0,1223.1639
"183","~oni_avg2","~time + sex","~rain_cv_lag2","Phi(~oni_avg2)p(~time + sex)f(~rain_cv_lag2)",27,18051.8546962025,522.763023903197,0,1223.2343
"825","~rain_sum2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,18051.9410859729,522.849413673517,0,1217.2153
"969","~temp_cv2 * season2 + sex","~time","~temp_cv2","Phi(~temp_cv2 * season2 + sex)p(~time)f(~temp_cv2)",29,18052.3257285887,523.234056289326,0,1219.6363
"979","~temp_cv2 * season2 + sex","~time + sex","~temp_cv2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~temp_cv2)",30,18053.2780859729,524.186413673517,0,1218.5517
"892","~temp_cv2 + season2","~time + sex","~gpp_avg2","Phi(~temp_cv2 + season2)p(~time + sex)f(~gpp_avg2)",28,18053.7905990353,524.698926735939,0,1223.136
"438","~rain_cv2","~time + sex","~rain_cv_lag2","Phi(~rain_cv2)p(~time + sex)f(~rain_cv_lag2)",27,18059.0716962025,529.980023903197,0,1230.451
"634","~rain_sum_lag2 * season2 + sex","~time","~gpp_avg2","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~gpp_avg2)",29,18059.8497285887,530.758056289327,0,1227.16
"641","~rain_sum_lag2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~rain_sum_lag2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,18060.3390859728,531.247413673515,0,1225.6129
"547","~rain_sum_lag2","~time + sex","~rain_sum2","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_sum2)",27,18060.4706962025,531.379023903195,0,1231.8504
"765","~rain_sum2 * season2","~time","~gpp_avg2","Phi(~rain_sum2 * season2)p(~time)f(~gpp_avg2)",28,18061.6955990353,532.603926735937,0,1231.0414
"52","~gpp_avg2 + season2","~time + sex","~rain_sum_lag2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~rain_sum_lag2)",28,18061.9405990353,532.84892673594,0,1231.2864
"937","~temp_cv2 * season2","~time","~temp_cv2","Phi(~temp_cv2 * season2)p(~time)f(~temp_cv2)",28,18062.5785990353,533.486926735939,0,1231.9237
"729","~rain_sum2 + season2 + sex","~time","~gpp_avg2","Phi(~rain_sum2 + season2 + sex)p(~time)f(~gpp_avg2)",28,18064.3375990353,535.245926735941,0,1233.683
"953","~temp_cv2 * season2","~time + sex","~temp_cv2","Phi(~temp_cv2 * season2)p(~time + sex)f(~temp_cv2)",29,18064.5167285887,535.425056289325,0,1231.8268
"75","~gpp_avg2 + season2 + sex","~time + sex","~rain_cv2","Phi(~gpp_avg2 + season2 + sex)p(~time + sex)f(~rain_cv2)",29,18065.7507285887,536.659056289325,0,1233.0605
"608","~rain_sum_lag2 * season2","~time","~temp_cv2 + season2","Phi(~rain_sum_lag2 * season2)p(~time)f(~temp_cv2 + season2)",29,18065.9987285887,536.907056289325,0,1233.3093
"598","~rain_sum_lag2 * season2","~time","~gpp_avg2","Phi(~rain_sum_lag2 * season2)p(~time)f(~gpp_avg2)",28,18068.9665990353,539.874926735938,0,1238.3117
"578","~rain_sum_lag2 + season2 + sex","~time","~gpp_avg2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~gpp_avg2)",28,18069.6255990353,540.533926735938,0,1238.9713
"610","~rain_sum_lag2 * season2","~time + sex","~gpp_avg2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~gpp_avg2)",29,18070.9167285887,541.825056289326,0,1238.2273
"67","~gpp_avg2 + season2 + sex","~time","~rain_cv2","Phi(~gpp_avg2 + season2 + sex)p(~time)f(~rain_cv2)",28,18071.1275990353,542.035926735938,0,1240.4727
"34","~gpp_avg2 + season2","~time","~oni_avg2","Phi(~gpp_avg2 + season2)p(~time)f(~oni_avg2)",27,18071.5676962025,542.476023903197,0,1242.9465
"217","~oni_avg2 + season2 + sex","~time","~gpp_avg2","Phi(~oni_avg2 + season2 + sex)p(~time)f(~gpp_avg2)",28,18071.7995990353,542.70792673594,0,1241.1453
"222","~oni_avg2 + season2 + sex","~time + sex","~gpp_avg2","Phi(~oni_avg2 + season2 + sex)p(~time + sex)f(~gpp_avg2)",29,18072.3157285887,543.224056289328,0,1239.6264
"46","~gpp_avg2 + season2","~time + sex","~oni_avg2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~oni_avg2)",28,18072.7675990353,543.675926735938,0,1242.113
"264","~oni_avg2 * season2 + sex","~time","~gpp_avg2","Phi(~oni_avg2 * season2 + sex)p(~time)f(~gpp_avg2)",29,18072.9957285887,543.904056289328,0,1240.3063
"927","~temp_cv2 * season2","~time","~oni_avg2","Phi(~temp_cv2 * season2)p(~time)f(~oni_avg2)",28,18073.2935990353,544.201926735939,0,1242.6391
"270","~oni_avg2 * season2 + sex","~time + sex","~gpp_avg2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~gpp_avg2)",30,18073.5820859729,544.490413673517,0,1238.8559
"39","~gpp_avg2 + season2","~time","~rain_cv2","Phi(~gpp_avg2 + season2)p(~time)f(~rain_cv2)",27,18074.4046962025,545.313023903196,0,1245.7844
"940","~temp_cv2 * season2","~time + sex","~oni_avg2","Phi(~temp_cv2 * season2)p(~time + sex)f(~oni_avg2)",29,18074.5187285887,545.427056289325,0,1241.8292
"684","~rain_sum2","~time + sex","~temp_cv2 * season2","Phi(~rain_sum2)p(~time + sex)f(~temp_cv2 * season2)",29,18074.8637285887,545.772056289326,0,1242.1736
"966","~temp_cv2 * season2 + sex","~time","~rain_sum_lag2","Phi(~temp_cv2 * season2 + sex)p(~time)f(~rain_sum_lag2)",29,18075.8997285887,546.808056289326,0,1243.2095
"465","~rain_cv2 + season2","~time + sex","~temp_cv2","Phi(~rain_cv2 + season2)p(~time + sex)f(~temp_cv2)",28,18076.5065990353,547.414926735939,0,1245.8516
"975","~temp_cv2 * season2 + sex","~time + sex","~rain_sum_lag2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~rain_sum_lag2)",30,18076.8880859729,547.796413673517,0,1242.1622
"965","~temp_cv2 * season2 + sex","~time","~rain_cv2","Phi(~temp_cv2 * season2 + sex)p(~time)f(~rain_cv2)",29,18077.3137285887,548.222056289327,0,1244.6236
"974","~temp_cv2 * season2 + sex","~time + sex","~rain_cv2","Phi(~temp_cv2 * season2 + sex)p(~time + sex)f(~rain_cv2)",30,18078.3870859729,549.295413673517,0,1243.6607
"548","~rain_sum_lag2 + season2","~time","~gpp_avg2","Phi(~rain_sum_lag2 + season2)p(~time)f(~gpp_avg2)",27,18078.7396962025,549.648023903195,0,1250.1185
"490","~rain_cv2 * season2","~time","~rain_cv2","Phi(~rain_cv2 * season2)p(~time)f(~rain_cv2)",28,18079.0205990353,549.928926735938,0,1248.3663
"560","~rain_sum_lag2 + season2","~time + sex","~gpp_avg2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~gpp_avg2)",28,18080.6495990353,551.557926735939,0,1249.9954
"189","~oni_avg2 + season2","~time","~gpp_avg2","Phi(~oni_avg2 + season2)p(~time)f(~gpp_avg2)",27,18080.9086962025,551.817023903197,0,1252.2877
"538","~rain_sum_lag2","~time + sex","~rain_cv_lag2","Phi(~rain_sum_lag2)p(~time + sex)f(~rain_cv_lag2)",27,18081.2596962025,552.168023903196,0,1252.6393
"232","~oni_avg2 * season2","~time","~gpp_avg2","Phi(~oni_avg2 * season2)p(~time)f(~gpp_avg2)",28,18082.1075990353,553.015926735938,0,1251.4528
"55","~gpp_avg2 + season2","~time + sex","~temp_cv2","Phi(~gpp_avg2 + season2)p(~time + sex)f(~temp_cv2)",28,18083.6775990353,554.585926735937,0,1253.0234
"501","~rain_cv2 * season2","~time + sex","~temp_cv2","Phi(~rain_cv2 * season2)p(~time + sex)f(~temp_cv2)",29,18083.6837285887,554.592056289326,0,1250.9936
"243","~oni_avg2 * season2","~time + sex","~gpp_avg2","Phi(~oni_avg2 * season2)p(~time + sex)f(~gpp_avg2)",29,18083.9777285887,554.886056289328,0,1251.2875
"749","~rain_sum2 + season2 + sex","~time + sex","~temp_cv2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~temp_cv2)",29,18085.0747285887,555.983056289326,0,1252.3846
"933","~temp_cv2 * season2","~time","~rain_sum_lag2","Phi(~temp_cv2 * season2)p(~time)f(~rain_sum_lag2)",28,18085.4785990353,556.386926735941,0,1254.8238
"945","~temp_cv2 * season2","~time + sex","~rain_cv2","Phi(~temp_cv2 * season2)p(~time + sex)f(~rain_cv2)",29,18085.6567285887,556.565056289328,0,1252.9673
"932","~temp_cv2 * season2","~time","~rain_cv2","Phi(~temp_cv2 * season2)p(~time)f(~rain_cv2)",28,18087.2345990353,558.142926735938,0,1256.5797
"947","~temp_cv2 * season2","~time + sex","~rain_sum_lag2","Phi(~temp_cv2 * season2)p(~time + sex)f(~rain_sum_lag2)",29,18087.5017285887,558.410056289325,0,1254.8117
"1","~gpp_avg2","~time","~gpp_avg2","Phi(~gpp_avg2)p(~time)f(~gpp_avg2)",26,18093.2820189816,564.190346682288,0,1266.6936
"462","~rain_cv2 + season2","~time + sex","~rain_sum_lag2","Phi(~rain_cv2 + season2)p(~time + sex)f(~rain_sum_lag2)",28,18093.7635990353,564.67192673594,0,1263.1092
"696","~rain_sum2 + season2","~time","~temp_cv2","Phi(~rain_sum2 + season2)p(~time)f(~temp_cv2)",27,18093.8036962025,564.712023903197,0,1265.1832
"241","~oni_avg2 * season2","~time","~rain_sum2 * season2 + sex","Phi(~oni_avg2 * season2)p(~time)f(~rain_sum2 * season2 + sex)",31,18094.2266722993,565.135000000002,0,1257.4629
"16","~gpp_avg2","~time + sex","~gpp_avg2","Phi(~gpp_avg2)p(~time + sex)f(~gpp_avg2)",27,18094.8526962025,565.761023903196,0,1266.2319
"777","~rain_sum2 * season2","~time","~temp_cv2","Phi(~rain_sum2 * season2)p(~time)f(~temp_cv2)",28,18095.2005990353,566.108926735938,0,1264.546
"498","~rain_cv2 * season2","~time + sex","~rain_sum_lag2","Phi(~rain_cv2 * season2)p(~time + sex)f(~rain_sum_lag2)",29,18095.5587285887,566.467056289326,0,1262.8686
"711","~rain_sum2 + season2","~time + sex","~temp_cv2","Phi(~rain_sum2 + season2)p(~time + sex)f(~temp_cv2)",28,18095.8225990353,566.730926735938,0,1265.1677
"423","~rain_cv2","~time","~gpp_avg2","Phi(~rain_cv2)p(~time)f(~gpp_avg2)",26,18096.4420189816,567.350346682288,0,1269.854
"435","~rain_cv2","~time + sex","~gpp_avg2","Phi(~rain_cv2)p(~time + sex)f(~gpp_avg2)",27,18096.6916962025,567.600023903196,0,1268.0713
"448","~rain_cv2 + season2","~time","~oni_avg2","Phi(~rain_cv2 + season2)p(~time)f(~oni_avg2)",27,18098.5666962025,569.475023903196,0,1269.946
"456","~rain_cv2 + season2","~time + sex","~oni_avg2","Phi(~rain_cv2 + season2)p(~time + sex)f(~oni_avg2)",28,18100.5265990353,571.434926735939,0,1269.8715
"841","~rain_sum2 * season2 + sex","~year2","~oni_avg2 * season2 + sex","Phi(~rain_sum2 * season2 + sex)p(~year2)f(~oni_avg2 * season2 + sex)",21,18103.5359783394,574.444306040015,0,1287.0925
"496","~rain_cv2 * season2","~time + sex","~oni_avg2","Phi(~rain_cv2 * season2)p(~time + sex)f(~oni_avg2)",29,18104.0937285887,575.002056289326,0,1271.4042
"179","~oni_avg2","~time","~temp_cv2 + season2","Phi(~oni_avg2)p(~time)f(~temp_cv2 + season2)",27,18109.0686962025,579.977023903197,0,1280.4477
"669","~rain_sum2","~time + sex","~gpp_avg2","Phi(~rain_sum2)p(~time + sex)f(~gpp_avg2)",27,18110.5256962025,581.434023903195,0,1281.9047
"3","~gpp_avg2","~time","~oni_avg2","Phi(~gpp_avg2)p(~time)f(~oni_avg2)",26,18113.0380189816,583.946346682289,0,1286.4501
"17","~gpp_avg2","~time + sex","~oni_avg2","Phi(~gpp_avg2)p(~time + sex)f(~oni_avg2)",27,18113.9166962025,584.825023903195,0,1285.2962
"819","~rain_sum2 * season2 + sex","~time","~rain_cv2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~rain_cv2)",29,18116.6967285887,587.605056289325,0,1284.0066
"667","~rain_sum2","~time","~temp_cv2","Phi(~rain_sum2)p(~time)f(~temp_cv2)",26,18117.7690189816,588.677346682289,0,1291.1805
"14","~gpp_avg2","~time","~temp_cv2","Phi(~gpp_avg2)p(~time)f(~temp_cv2)",26,18118.6100189816,589.518346682289,0,1292.0224
"682","~rain_sum2","~time + sex","~temp_cv2","Phi(~rain_sum2)p(~time + sex)f(~temp_cv2)",27,18119.7536962025,590.662023903194,0,1291.1325
"834","~rain_sum2 * season2 + sex","~time + sex","~rain_cv2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_cv2)",30,18120.7990859729,591.707413673517,0,1286.0732
"629","~rain_sum_lag2 * season2","~year2","~rain_cv_lag2 + season2 + sex","Phi(~rain_sum_lag2 * season2)p(~year2)f(~rain_cv_lag2 + season2 + sex)",19,18122.580502706,593.488830406615,0,1310.1866
"29","~gpp_avg2","~time + sex","~temp_cv2","Phi(~gpp_avg2)p(~time + sex)f(~temp_cv2)",27,18122.8456962025,593.754023903195,0,1294.2245
"771","~rain_sum2 * season2","~time","~rain_cv2","Phi(~rain_sum2 * season2)p(~time)f(~rain_cv2)",28,18126.3115990353,597.219926735939,0,1295.6568
"783","~rain_sum2 * season2","~time + sex","~rain_cv2","Phi(~rain_sum2 * season2)p(~time + sex)f(~rain_cv2)",29,18127.5307285887,598.439056289328,0,1294.8412
"836","~rain_sum2 * season2 + sex","~time + sex","~rain_sum_lag2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~rain_sum_lag2)",30,18129.2800859729,600.188413673517,0,1294.5542
"849","~temp_cv2","~time","~gpp_avg2","Phi(~temp_cv2)p(~time)f(~gpp_avg2)",26,18129.6280189816,600.536346682289,0,1303.0402
"826","~rain_sum2 * season2 + sex","~time + sex","~oni_avg2","Phi(~rain_sum2 * season2 + sex)p(~time + sex)f(~oni_avg2)",30,18129.8520859729,600.760413673517,0,1295.1255
"732","~rain_sum2 + season2 + sex","~time","~rain_cv2","Phi(~rain_sum2 + season2 + sex)p(~time)f(~rain_cv2)",28,18129.8865990353,600.79492673594,0,1299.2323
"812","~rain_sum2 * season2 + sex","~time","~oni_avg2","Phi(~rain_sum2 * season2 + sex)p(~time)f(~oni_avg2)",29,18130.7627285887,601.671056289328,0,1298.0725
"742","~rain_sum2 + season2 + sex","~time + sex","~rain_cv2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_cv2)",29,18130.9187285887,601.827056289327,0,1298.229
"866","~temp_cv2","~time + sex","~gpp_avg2","Phi(~temp_cv2)p(~time + sex)f(~gpp_avg2)",27,18131.6116962025,602.520023903195,0,1302.9909
"915","~temp_cv2 + season2 + sex","~time","~rain_cv2","Phi(~temp_cv2 + season2 + sex)p(~time)f(~rain_cv2)",28,18138.6345990353,609.54292673594,0,1307.9803
"773","~rain_sum2 * season2","~time","~rain_sum_lag2","Phi(~rain_sum2 * season2)p(~time)f(~rain_sum_lag2)",28,18138.7635990353,609.67192673594,0,1308.1092
"920","~temp_cv2 + season2 + sex","~time + sex","~rain_cv2","Phi(~temp_cv2 + season2 + sex)p(~time + sex)f(~rain_cv2)",29,18139.3567285887,610.265056289325,0,1306.6669
"692","~rain_sum2 + season2","~time","~rain_cv2","Phi(~rain_sum2 + season2)p(~time)f(~rain_cv2)",27,18139.4466962025,610.355023903197,0,1310.8263
"779","~rain_sum2 * season2","~time + sex","~oni_avg2","Phi(~rain_sum2 * season2)p(~time + sex)f(~oni_avg2)",29,18140.8747285887,611.783056289325,0,1308.1854
"702","~rain_sum2 + season2","~time + sex","~rain_cv2","Phi(~rain_sum2 + season2)p(~time + sex)f(~rain_cv2)",28,18141.3295990353,612.237926735939,0,1310.6751
"630","~rain_sum_lag2 * season2","~year2","~rain_cv2 + season2","Phi(~rain_sum_lag2 * season2)p(~year2)f(~rain_cv2 + season2)",18,18142.5075906222,613.415918322848,0,1332.137
"744","~rain_sum2 + season2 + sex","~time + sex","~rain_sum_lag2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~rain_sum_lag2)",29,18144.1867285887,615.095056289327,0,1311.4972
"730","~rain_sum2 + season2 + sex","~time","~oni_avg2","Phi(~rain_sum2 + season2 + sex)p(~time)f(~oni_avg2)",28,18144.2915990353,615.199926735939,0,1313.6371
"738","~rain_sum2 + season2 + sex","~time + sex","~oni_avg2","Phi(~rain_sum2 + season2 + sex)p(~time + sex)f(~oni_avg2)",29,18144.8197285887,615.728056289325,0,1312.1298
"658","~rain_sum2","~time","~rain_cv2","Phi(~rain_sum2)p(~time)f(~rain_cv2)",26,18148.6740189816,619.582346682288,0,1322.0858
"585","~rain_sum_lag2 + season2 + sex","~time","~temp_cv2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~temp_cv2)",28,18148.8245990353,619.732926735938,0,1318.1702
"640","~rain_sum_lag2 * season2 + sex","~time","~temp_cv2","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~temp_cv2)",29,18148.9737285887,619.882056289327,0,1316.2843
"594","~rain_sum_lag2 + season2 + sex","~time + sex","~temp_cv2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~temp_cv2)",29,18149.9337285887,620.842056289326,0,1317.2441
"899","~temp_cv2 + season2","~time + sex","~rain_cv2","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_cv2)",28,18150.2695990353,621.177926735938,0,1319.6149
"181","~oni_avg2","~time + sex","~gpp_avg2","Phi(~oni_avg2)p(~time + sex)f(~gpp_avg2)",27,18151.0276962025,621.936023903196,0,1322.4071
"922","~temp_cv2 + season2 + sex","~time + sex","~temp_cv2","Phi(~temp_cv2 + season2 + sex)p(~time + sex)f(~temp_cv2)",29,18152.0377285887,622.946056289325,0,1319.3476
"687","~rain_sum2 + season2","~time","~oni_avg2","Phi(~rain_sum2 + season2)p(~time)f(~oni_avg2)",27,18153.1746962025,624.083023903197,0,1324.5535
"559","~rain_sum_lag2 + season2","~time","~temp_cv2","Phi(~rain_sum_lag2 + season2)p(~time)f(~temp_cv2)",27,18158.0676962025,628.976023903197,0,1329.4474
"607","~rain_sum_lag2 * season2","~time","~temp_cv2","Phi(~rain_sum_lag2 * season2)p(~time)f(~temp_cv2)",28,18158.1905990353,629.09892673594,0,1327.536
"567","~rain_sum_lag2 + season2","~time + sex","~temp_cv2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~temp_cv2)",28,18160.0135990353,630.92192673594,0,1329.3586
"620","~rain_sum_lag2 * season2","~time + sex","~temp_cv2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~temp_cv2)",29,18160.1607285887,631.069056289325,0,1327.4709
"220","~oni_avg2 + season2 + sex","~time","~rain_cv2","Phi(~oni_avg2 + season2 + sex)p(~time)f(~rain_cv2)",28,18160.7145990353,631.622926735938,0,1330.0604
"887","~temp_cv2 + season2","~time","~rain_sum_lag2","Phi(~temp_cv2 + season2)p(~time)f(~rain_sum_lag2)",27,18161.8866962025,632.795023903196,0,1333.2663
"890","~temp_cv2 + season2","~time","~temp_cv2","Phi(~temp_cv2 + season2)p(~time)f(~temp_cv2)",27,18162.0686962025,632.977023903197,0,1333.4478
"913","~temp_cv2 + season2 + sex","~time","~oni_avg2","Phi(~temp_cv2 + season2 + sex)p(~time)f(~oni_avg2)",28,18162.1625990353,633.070926735938,0,1331.5077
"225","~oni_avg2 + season2 + sex","~time + sex","~rain_cv2","Phi(~oni_avg2 + season2 + sex)p(~time + sex)f(~rain_cv2)",29,18162.1697285887,633.078056289327,0,1329.4802
"900","~temp_cv2 + season2","~time + sex","~rain_sum_lag2","Phi(~temp_cv2 + season2)p(~time + sex)f(~rain_sum_lag2)",28,18163.9085990353,634.816926735941,0,1333.254
"638","~rain_sum_lag2 * season2 + sex","~time","~rain_cv2","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~rain_cv2)",29,18166.0777285887,636.986056289326,0,1333.3882
"279","~oni_avg2 * season2 + sex","~time + sex","~temp_cv2","Phi(~oni_avg2 * season2 + sex)p(~time + sex)f(~temp_cv2)",30,18167.2270859729,638.135413673517,0,1332.5014
"582","~rain_sum_lag2 + season2 + sex","~time","~rain_cv2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~rain_cv2)",28,18170.3645990353,641.272926735939,0,1339.7098
"590","~rain_sum_lag2 + season2 + sex","~time + sex","~rain_cv2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~rain_cv2)",29,18171.9687285887,642.877056289326,0,1339.2787
"903","~temp_cv2 + season2","~time + sex","~temp_cv2","Phi(~temp_cv2 + season2)p(~time + sex)f(~temp_cv2)",28,18172.4475990353,643.355926735938,0,1341.793
"894","~temp_cv2 + season2","~time + sex","~oni_avg2","Phi(~temp_cv2 + season2)p(~time + sex)f(~oni_avg2)",28,18172.7635990353,643.67192673594,0,1342.1086
"221","~oni_avg2 + season2 + sex","~time","~temp_cv2","Phi(~oni_avg2 + season2 + sex)p(~time)f(~temp_cv2)",28,18173.1385990353,644.04692673594,0,1342.4842
"226","~oni_avg2 + season2 + sex","~time + sex","~temp_cv2","Phi(~oni_avg2 + season2 + sex)p(~time + sex)f(~temp_cv2)",29,18173.5697285887,644.478056289325,0,1340.88
"639","~rain_sum_lag2 * season2 + sex","~time","~rain_sum_lag2","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~rain_sum_lag2)",29,18174.7217285887,645.630056289327,0,1342.0318
"602","~rain_sum_lag2 * season2","~time","~rain_cv2","Phi(~rain_sum_lag2 * season2)p(~time)f(~rain_cv2)",28,18175.7085990353,646.61692673594,0,1345.0536
"645","~rain_sum_lag2 * season2 + sex","~time + sex","~rain_sum_lag2","Phi(~rain_sum_lag2 * season2 + sex)p(~time + sex)f(~rain_sum_lag2)",30,18175.9040859729,646.812413673517,0,1341.1778
"648","~rain_sum_lag2 * season2 + sex","~year2","~oni_avg2 + season2","Phi(~rain_sum_lag2 * season2 + sex)p(~year2)f(~oni_avg2 + season2)",19,18176.4705027059,647.378830406615,0,1364.0774
"253","~oni_avg2 * season2","~time + sex","~temp_cv2","Phi(~oni_avg2 * season2)p(~time + sex)f(~temp_cv2)",29,18177.4187285887,648.327056289327,0,1344.729
"242","~oni_avg2 * season2","~time","~temp_cv2","Phi(~oni_avg2 * season2)p(~time)f(~temp_cv2)",28,18177.6685990353,648.576926735939,0,1347.0139
"615","~rain_sum_lag2 * season2","~time + sex","~rain_cv2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_cv2)",29,18177.7427285887,648.651056289327,0,1345.0529
"553","~rain_sum_lag2 + season2","~time","~rain_cv2","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_cv2)",27,18179.9936962025,650.902023903196,0,1351.3729
"635","~rain_sum_lag2 * season2 + sex","~time","~oni_avg2","Phi(~rain_sum_lag2 * season2 + sex)p(~time)f(~oni_avg2)",29,18181.1927285887,652.101056289328,0,1348.5027
"174","~oni_avg2","~time","~rain_cv2 * season2","Phi(~oni_avg2)p(~time)f(~rain_cv2 * season2)",28,18181.3115990353,652.219926735939,0,1350.6574
"563","~rain_sum_lag2 + season2","~time + sex","~rain_cv2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~rain_cv2)",28,18182.0275990353,652.93592673594,0,1351.3728
"207","~oni_avg2 + season2","~time + sex","~temp_cv2","Phi(~oni_avg2 + season2)p(~time + sex)f(~temp_cv2)",28,18184.2925990353,655.200926735939,0,1353.6383
"554","~rain_sum_lag2 + season2","~time","~rain_sum_lag2","Phi(~rain_sum_lag2 + season2)p(~time)f(~rain_sum_lag2)",27,18184.4326962025,655.341023903195,0,1355.8124
"580","~rain_sum_lag2 + season2 + sex","~time","~oni_avg2","Phi(~rain_sum_lag2 + season2 + sex)p(~time)f(~oni_avg2)",28,18185.1325990353,656.040926735939,0,1354.4781
"616","~rain_sum_lag2 * season2","~time + sex","~rain_sum_lag2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~rain_sum_lag2)",29,18185.6957285887,656.604056289325,0,1353.0064
"587","~rain_sum_lag2 + season2 + sex","~time + sex","~oni_avg2","Phi(~rain_sum_lag2 + season2 + sex)p(~time + sex)f(~oni_avg2)",29,18186.2837285887,657.192056289325,0,1353.5941
"564","~rain_sum_lag2 + season2","~time + sex","~rain_sum_lag2","Phi(~rain_sum_lag2 + season2)p(~time + sex)f(~rain_sum_lag2)",28,18186.4615990353,657.369926735941,0,1355.8074
"266","~oni_avg2 * season2 + sex","~time","~oni_avg2","Phi(~oni_avg2 * season2 + sex)p(~time)f(~oni_avg2)",29,18188.0727285887,658.981056289325,0,1355.3828
"250","~oni_avg2 * season2","~time + sex","~rain_sum_lag2","Phi(~oni_avg2 * season2)p(~time + sex)f(~rain_sum_lag2)",29,18188.4587285887,659.367056289328,0,1355.769
"218","~oni_avg2 + season2 + sex","~time","~oni_avg2","Phi(~oni_avg2 + season2 + sex)p(~time)f(~oni_avg2)",28,18189.6535990353,660.56192673594,0,1358.9992
"599","~rain_sum_lag2 * season2","~time","~oni_avg2","Phi(~rain_sum_lag2 * season2)p(~time)f(~oni_avg2)",28,18190.1365990353,661.04492673594,0,1359.4823
"223","~oni_avg2 + season2 + sex","~time + sex","~oni_avg2","Phi(~oni_avg2 + season2 + sex)p(~time + sex)f(~oni_avg2)",29,18190.3617285887,661.270056289326,0,1357.6717
"443","~rain_cv2","~time + sex","~rain_sum_lag2","Phi(~rain_cv2)p(~time + sex)f(~rain_sum_lag2)",27,18191.0236962025,661.932023903195,0,1362.4028
"612","~rain_sum_lag2 * season2","~time + sex","~oni_avg2","Phi(~rain_sum_lag2 * season2)p(~time + sex)f(~oni_avg2)",29,18192.1717285887,663.080056289327,0,1359.4822
"550","~rain_sum_lag2 + season2","~time","~oni_avg2","Phi(~rain_sum_lag2 + season2)p(~time)f(~oni_avg2)",27,18194.0316962025,664.940023903197,0,1365.4113
